flight_id,period_id,airport_id,city_id,airline_id,scheduled_charter,number_flights_matched,number_flights_cancelled,flights_more_than_15_minutes_early_percent,flights_15_minutes_early_to_1_minute_early_percent,flights_0_to_15_minutes_late_percent,flights_between_16_and_30_minutes_late_percent,flights_between_31_and_60_minutes_late_percent,flights_between_61_and_120_minutes_late_percent,flights_between_121_and_180_minutes_late_percent,flights_between_181_and_360_minutes_late_percent,flights_more_than_360_minutes_late_percent,flights_cancelled_percent,average_delay_mins,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay,flights_unmatched_percent,previous_year_month_flights_matched
203,123,2004,794,1138,S,1,0,0,0,0,0,0,100,0,0,0,0,76,0,0,,
204,123,2004,794,1144,S,1,0,0,0,0,0,0,0,100,0,0,0,166,0,0,,
205,123,2004,794,1122,S,0,0,0,0,0,0,0,0,0,0,0,0,0,50,73.5,,
206,123,2004,931,1111,S,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,,
207,123,2004,823,1117,S,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,,
208,123,2004,731,1127,S,8,0,25,0,25,0,12.5,37.5,0,0,0,0,36.25,88.888889,3.666667,,
209,123,2004,731,1122,C,16,0,0,6.25,6.25,25,25,6.25,6.25,25,0,0,90,25,24.0625,,
210,123,2004,884,1127,S,8,0,0,12.5,25,37.5,0,25,0,0,0,0,28.875,60,15.9,,
211,123,2004,884,1122,C,8,0,0,12.5,12.5,25,25,0,0,25,0,0,71.75,14.285714,44.285714,,
212,123,2004,884,1122,S,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,,
213,123,2004,627,1145,S,67,1,4.411765,48.529412,39.705882,2.941176,0,2.941176,0,0,0,1.470588,6.208955,83.333333,6.666667,,
214,123,2004,842,1127,S,10,0,10,40,50,0,0,0,0,0,0,0,2.2,100,7.25,,
215,123,2004,611,1121,S,18,0,16.666667,22.222222,44.444444,11.111111,5.555556,0,0,0,0,0,8.111111,0,0,,
216,123,2004,660,1116,S,39,1,2.5,25,52.5,7.5,10,0,0,0,0,2.5,9.512821,0,0,,
217,123,2004,687,1146,C,3,0,0,0,0,66.666667,0,33.333333,0,0,0,0,41.666667,33.333333,12.333333,,
218,123,2004,608,1147,C,1,0,0,0,0,100,0,0,0,0,0,0,17,0,0,,
219,123,2004,617,1121,S,16,2,0,33.333333,55.555556,0,0,0,0,0,0,11.111111,2.625,0,0,,
220,123,2004,645,1127,S,9,0,0,11.111111,44.444444,0,11.111111,11.111111,22.222222,0,0,0,47.777778,50,15.5,,
221,123,2004,645,1122,C,16,0,0,6.25,6.25,12.5,31.25,12.5,12.5,18.75,0,0,86.9375,0,23,,
222,123,2004,712,1127,S,16,0,0,25,43.75,6.25,12.5,0,12.5,0,0,0,26.5,60,48.3,,
223,123,2004,712,1121,S,8,0,0,12.5,12.5,25,12.5,12.5,25,0,0,0,69.625,0,0,,
224,123,2004,786,1122,C,0,0,0,0,0,0,0,0,0,0,0,0,0,25,415.5,,
225,123,2004,797,1146,C,0,0,0,0,0,0,0,0,0,0,0,0,0,100,9,,
226,123,2004,816,1121,S,1,0,0,0,0,100,0,0,0,0,0,0,16,0,0,,
227,123,2004,843,1148,S,174,0,2.298851,37.931034,42.528736,10.91954,4.597701,1.149425,0.574713,0,0,0,8.034483,69.230769,9.362069,,
228,123,2004,845,1130,S,24,2,3.846154,30.769231,46.153846,3.846154,3.846154,3.846154,0,0,0,7.692308,10.083333,100,0.8,,
229,123,2004,942,1146,C,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,,
230,123,2004,943,1121,S,18,0,0,61.111111,16.666667,22.222222,0,0,0,0,0,0,6.166667,0,0,,
231,123,2004,943,1122,C,10,0,0,10,60,10,10,10,0,0,0,0,16.3,100,3,,
232,123,2004,681,1134,S,56,2,8.62069,46.551724,25.862069,13.793103,1.724138,0,0,0,0,3.448276,4.589286,85.714286,11.714286,,
233,123,2004,695,1149,S,145,4,0,24.832215,48.322148,18.791946,5.369128,0,0,0,0,2.684564,8.924138,81.818182,7.424242,,
234,123,2004,812,1149,S,124,0,1.612903,40.322581,42.741935,10.483871,3.225806,0.806452,0,0.806452,0,0,8.056452,88.461538,4.269231,,
235,123,2004,830,1121,S,1,0,0,0,0,100,0,0,0,0,0,0,20,0,0,,
236,123,2004,733,1121,S,18,0,0,44.444444,55.555556,0,0,0,0,0,0,0,3.833333,0,0,,
237,123,2004,661,1121,S,32,0,3.125,43.75,43.75,6.25,3.125,0,0,0,0,0,5,87.5,5.5,,
238,123,2004,678,1117,S,200,0,8.5,53,27,5.5,3.5,2.5,0,0,0,0,6.15,86.170213,5.644444,,
239,123,2004,678,1121,S,318,0,4.08805,42.45283,33.333333,11.320755,5.660377,0.943396,1.572327,0.628931,0,0,10.902516,95.705521,2.962963,,
240,123,2004,678,1141,S,78,0,6.410256,23.076923,32.051282,6.410256,20.512821,11.538462,0,0,0,0,21.051282,0,0,,
241,123,2004,901,1127,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5,,
242,123,2004,901,1121,S,33,0,2.941176,35.294118,29.411765,20.588235,5.882353,2.941176,0,0,0,0,11.454545,100,0,,
243,123,2004,602,1121,S,18,0,5.555556,22.222222,38.888889,16.666667,11.111111,0,0,0,5.555556,0,33.388889,16.666667,42.833333,,
244,123,2004,877,1127,S,18,0,0,50,38.888889,5.555556,5.555556,0,0,0,0,0,5.5,0,0,,
245,123,2004,951,1127,S,10,0,0,30,40,20,0,10,0,0,0,0,14.9,50,19.9,,
246,123,2004,951,1121,S,8,0,0,0,0,25,50,25,0,0,0,0,49.375,50,34,,
247,123,2004,951,1122,C,10,0,0,0,40,40,20,0,0,0,0,0,20.7,40,24.6,,
248,123,2004,959,1121,S,16,0,0,31.25,25,37.5,6.25,0,0,0,0,0,13.3125,0,0,,
249,123,2004,960,1121,S,19,0,0,31.578947,26.315789,15.789474,5.263158,10.526316,10.526316,0,0,0,33.105263,0,35.5,,
250,123,2004,960,1122,C,8,0,0,0,12.5,12.5,25,12.5,37.5,0,0,0,78.75,10,32.6,,
251,123,2004,793,1121,S,20,0,10,35,40,5,10,0,0,0,0,0,7.6,66.666667,13,,
252,123,2004,568,1150,S,40,0,30,32.5,22.5,15,0,0,0,0,0,0,5,85.714286,5.571429,,
253,123,2004,568,1124,S,56,13,14.492754,21.73913,27.536232,2.898551,7.246377,1.449275,5.797101,0,0,18.84058,17.982143,0,0,,
254,123,2004,568,1118,S,168,0,3.571429,41.666667,38.095238,6.547619,7.142857,2.97619,0,0,0,0,8.547619,83.615819,8.098837,,
255,123,2004,603,1151,C,2,0,0,50,50,0,0,0,0,0,0,0,2,0,0,,
256,123,2004,614,1127,C,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,,
257,123,2004,949,1127,C,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,,
258,123,2004,949,1127,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,,
259,123,2004,692,1127,S,22,0,22.727273,31.818182,45.454545,0,0,0,0,0,0,0,1.863636,95,4.55,,
260,123,2004,692,1121,S,31,0,19.354839,32.258065,38.709677,9.677419,0,0,0,0,0,0,3.935484,83.333333,2.666667,,
261,123,2004,774,1150,S,16,0,12.5,18.75,37.5,18.75,6.25,6.25,0,0,0,0,13.5625,0,0,,
262,123,2004,774,1121,S,18,0,0,16.666667,50,0,5.555556,16.666667,11.111111,0,0,0,34.944444,88.888889,5.944444,,
263,123,2004,832,1121,S,18,0,5.555556,22.222222,33.333333,27.777778,11.111111,0,0,0,0,0,12.666667,83.333333,5.333333,,
264,123,2004,698,1127,S,18,0,22.222222,50,22.222222,5.555556,0,0,0,0,0,0,2.277778,100,0.166667,,
265,123,2004,698,1122,C,11,0,9.090909,27.272727,45.454545,9.090909,9.090909,0,0,0,0,0,8.818182,100,3.25,,
266,123,2004,563,1127,S,46,0,10.869565,36.956522,39.130435,4.347826,8.695652,0,0,0,0,0,5.673913,89.583333,8.0625,,
267,123,2004,563,1121,S,68,0,7.352941,47.058824,25,10.294118,8.823529,1.470588,0,0,0,0,8.558824,89.473684,3.815789,,
268,123,2004,576,1121,S,1,0,0,0,0,0,100,0,0,0,0,0,31,0,0,,
269,123,2004,592,1127,S,19,0,15.789474,31.578947,42.105263,5.263158,0,0,5.263158,0,0,0,11.052632,0,0,,
270,123,2004,592,1121,S,62,0,3.225806,40.322581,24.193548,20.967742,8.064516,1.612903,1.612903,0,0,0,11.741935,85.294118,9.352941,,
271,123,2004,592,1122,C,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27.5,,
272,123,2004,592,1130,S,30,0,10,43.333333,33.333333,6.666667,6.666667,0,0,0,0,0,6.1,80,4.6,,
273,123,2004,813,1121,S,18,0,0,38.888889,38.888889,22.222222,0,0,0,0,0,0,7.333333,88.888889,9.444444,,
274,123,2004,788,1121,S,20,0,0,65,25,10,0,0,0,0,0,0,3.65,100,4.333333,,
275,123,2004,790,1127,S,33,0,12.121212,39.393939,36.363636,0,3.030303,6.060606,3.030303,0,0,0,10.848485,90.625,5.96875,,
276,123,2004,790,1121,S,54,0,0,44.444444,18.518519,7.407407,9.259259,12.962963,7.407407,0,0,0,30.462963,84.375,8.71875,,
277,123,2004,790,1122,C,0,0,0,0,0,0,0,0,0,0,0,0,0,75,13.5,,
278,123,2004,841,1127,S,2,0,0,0,100,0,0,0,0,0,0,0,4.5,0,0,,
279,123,2004,891,1121,S,18,0,5.555556,55.555556,33.333333,5.555556,0,0,0,0,0,0,2,0,0,,
280,123,2004,575,1127,S,60,0,26.666667,40,26.666667,5,1.666667,0,0,0,0,0,2.7,98.113208,1.384615,,
281,123,2004,575,1121,S,26,0,3.846154,23.076923,42.307692,7.692308,15.384615,3.846154,3.846154,0,0,0,20.423077,90,2.6,,
282,123,2004,575,1122,C,24,0,12.5,33.333333,41.666667,0,4.166667,0,8.333333,0,0,0,15.833333,86.363636,5.636364,,
283,123,2004,697,1127,S,37,0,16.216216,32.432432,43.243243,8.108108,0,0,0,0,0,0,4.567568,81.818182,4.344828,,
284,123,2004,697,1121,S,34,0,8.823529,41.176471,41.176471,5.882353,2.941176,0,0,0,0,0,4.352941,91.666667,3.083333,,
285,123,2004,697,1122,C,10,0,10,30,20,20,0,20,0,0,0,0,26,64.705882,20.470588,,
286,123,2004,767,1127,S,46,0,13.043478,36.956522,36.956522,8.695652,4.347826,0,0,0,0,0,5.586957,78.04878,10.081081,,
287,123,2004,767,1121,S,8,0,12.5,62.5,25,0,0,0,0,0,0,0,1.375,100,0,,
288,123,2004,767,1122,C,19,0,0,10.526316,42.105263,15.789474,21.052632,10.526316,0,0,0,0,22.315789,94.444444,3.833333,,
289,123,2004,934,1127,C,16,0,6.25,37.5,31.25,0,12.5,6.25,6.25,0,0,0,22.8125,0,0,,
290,123,2004,934,1127,S,96,0,20.833333,32.291667,37.5,5.208333,2.083333,2.083333,0,0,0,0,5.604167,88.636364,2.121951,,
291,123,2004,934,1121,S,44,0,6.818182,38.636364,34.090909,15.909091,2.272727,2.272727,0,0,0,0,7.954545,83.333333,11.333333,,
292,123,2004,934,1122,C,24,0,8.333333,12.5,66.666667,4.166667,0,8.333333,0,0,0,0,12.291667,72.413793,9.758621,,
293,123,2004,934,1122,S,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,,
294,123,2004,914,1121,S,18,0,0,50,33.333333,16.666667,0,0,0,0,0,0,5.555556,0,0,,
295,123,2004,702,1152,S,68,0,2.941176,38.235294,23.529412,7.352941,16.176471,7.352941,4.411765,0,0,0,22.764706,80,6.8,,
296,123,2004,702,1113,S,70,0,1.428571,21.428571,42.857143,20,8.571429,4.285714,1.428571,0,0,0,16.085714,81.666667,10.166667,,
297,123,2004,702,1124,S,14,4,0,27.777778,22.222222,16.666667,0,5.555556,5.555556,0,0,22.222222,24.357143,0,0,,
298,123,2004,702,1127,S,18,0,5.555556,44.444444,44.444444,5.555556,0,0,0,0,0,0,4.055556,65,17.473684,,
299,123,2004,970,1153,S,40,0,0,25,47.5,20,5,2.5,0,0,0,0,11.675,50,18.3,,
300,123,2004,571,1127,S,18,0,5.555556,11.111111,44.444444,33.333333,5.555556,0,0,0,0,0,12.722222,66.666667,19.833333,,
301,123,2004,571,1154,S,2,0,0,0,0,0,50,50,0,0,0,0,56,0,0,,
302,123,2004,737,1144,S,87,0,10.344828,35.632184,25.287356,19.54023,5.747126,2.298851,1.149425,0,0,0,11.816092,50,24.916667,,
303,123,2005,622,1122,C,3,0,0,0,0,0,33.333333,66.666667,0,0,0,0,68.666667,0,0,,
304,123,2005,629,1121,S,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.5,,
305,123,2005,758,1121,S,20,0,5,25,35,10,15,0,0,10,0,0,34.4,88.888889,4.166667,,
306,123,2005,967,1121,S,18,0,27.777778,44.444444,22.222222,0,0,0,5.555556,0,0,0,9.222222,100,7,,
307,123,2005,609,1155,S,0,0,0,0,0,0,0,0,0,0,0,0,0,50,18,,
308,123,2005,624,1155,S,0,0,0,0,0,0,0,0,0,0,0,0,0,100,13,,
309,123,2005,674,1111,C,0,0,0,0,0,0,0,0,0,0,0,0,0,50,17.5,,
310,123,2005,683,1143,C,2,0,0,0,100,0,0,0,0,0,0,0,4,0,0,,
311,123,2005,714,1155,S,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,8.208333,,
312,123,2005,725,1112,C,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,,
313,123,2005,741,1155,S,0,0,0,0,0,0,0,0,0,0,0,0,0,60,18.6,,
314,123,2005,794,1111,C,2,0,0,50,0,50,0,0,0,0,0,0,9,0,0,,
315,123,2005,908,1112,S,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,,
316,123,2005,908,1155,S,0,0,0,0,0,0,0,0,0,0,0,0,0,80,14.8,,
317,123,2005,687,1146,C,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,,
318,123,2005,678,1121,S,18,0,16.666667,27.777778,33.333333,5.555556,11.111111,0,0,5.555556,0,0,21.5,100,0.944444,,
319,123,2005,959,1121,S,20,0,0,15,40,35,10,0,0,0,0,0,12.95,0,0,,
320,123,2005,793,1121,S,10,0,20,60,20,0,0,0,0,0,0,0,0.2,0,0,,
321,123,2005,692,1121,S,20,0,5,75,10,0,0,0,0,10,0,0,23.1,100,0,,
322,123,2005,774,1121,S,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.166667,,
323,123,2005,563,1121,S,29,0,3.448276,31.034483,31.034483,27.586207,3.448276,0,0,3.448276,0,0,20.655172,95,1.5,,
324,123,2005,790,1121,S,20,0,0,15,30,40,15,0,0,0,0,0,17.85,83.333333,5.5,,
325,123,2005,575,1121,S,10,0,0,80,20,0,0,0,0,0,0,0,0.4,0,0,,
326,123,2005,575,1122,C,18,0,22.222222,38.888889,33.333333,5.555556,0,0,0,0,0,0,2.888889,77.777778,21.222222,,
327,123,2005,767,1121,S,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,,
328,123,2005,767,1122,C,10,0,10,40,40,10,0,0,0,0,0,0,5.1,90,5,,
329,123,2005,934,1121,S,8,0,12.5,25,50,12.5,0,0,0,0,0,0,4.625,75,4,,
330,123,2005,934,1122,C,18,0,11.111111,16.666667,27.777778,27.777778,5.555556,5.555556,5.555556,0,0,0,22.722222,68.75,13.375,,
331,123,2005,702,1152,S,26,0,3.846154,53.846154,26.923077,7.692308,7.692308,0,0,0,0,0,7.884615,91.666667,3.5,,
332,123,2005,702,1113,S,16,0,0,0,25,31.25,37.5,6.25,0,0,0,0,31.625,85,5,,
333,123,2006,730,1122,C,10,0,0,40,50,10,0,0,0,0,0,0,5.6,0,0,,
334,123,2006,730,1122,S,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,5.125,,
335,123,2006,907,1113,S,16,0,0,12.5,25,18.75,37.5,6.25,0,0,0,0,31.25,100,0,,
336,123,2006,907,1127,C,8,0,0,0,0,0,12.5,62.5,0,0,25,0,348.75,60,42.7,,
337,123,2006,907,1121,S,10,0,0,10,30,10,40,10,0,0,0,0,31.9,100,2.9,,
338,123,2006,863,1113,S,20,0,5,50,20,5,10,0,10,0,0,0,20.05,100,3.75,,
339,123,2006,863,1134,S,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.166667,,
340,123,2006,629,1121,S,30,0,6.666667,36.666667,36.666667,10,10,0,0,0,0,0,9.3,79.166667,11.791667,,
341,123,2006,873,1121,S,18,0,0,33.333333,38.888889,11.111111,11.111111,5.555556,0,0,0,0,14.166667,33.333333,18.166667,,
342,123,2006,746,1121,S,20,0,5,30,35,15,15,0,0,0,0,0,12.85,75,10.25,,
343,123,2006,632,1121,S,20,0,15,45,30,10,0,0,0,0,0,0,5.3,0,0,,
344,123,2006,701,1121,S,20,0,10,35,35,10,10,0,0,0,0,0,8.45,100,2.4,,
345,123,2006,745,1110,S,16,0,6.25,12.5,62.5,12.5,0,6.25,0,0,0,0,12.25,66.666667,12,,
346,123,2006,758,1113,S,19,0,0,52.631579,26.315789,0,5.263158,15.789474,0,0,0,0,16.473684,100,1.25,,
347,123,2006,758,1121,S,43,0,4.651163,6.976744,30.232558,23.255814,9.302326,16.27907,4.651163,2.325581,2.325581,0,50,93.75,4.90625,,
348,123,2006,862,1121,S,20,0,5,45,20,5,25,0,0,0,0,0,12.75,80,5.6,,
349,123,2006,880,1121,S,18,0,0,44.444444,44.444444,0,5.555556,5.555556,0,0,0,0,9.555556,75,5,,
350,123,2006,964,1121,S,22,0,4.545455,31.818182,31.818182,13.636364,9.090909,4.545455,4.545455,0,0,0,19.681818,81.818182,5.545455,,
351,123,2006,967,1121,S,20,0,0,40,40,10,10,0,0,0,0,0,8.65,100,3.5,,
352,123,2006,628,1121,S,20,0,5,30,25,10,15,10,0,0,5,0,47.1,72.222222,9.111111,,
353,123,2006,628,1110,S,1,0,0,0,100,0,0,0,0,0,0,0,4,0,0,,
354,123,2006,726,1113,S,21,0,4.761905,47.619048,38.095238,4.761905,4.761905,0,0,0,0,0,4.857143,33.333333,24.666667,,
355,123,2006,726,1122,C,4,0,25,50,25,0,0,0,0,0,0,0,2.5,0,0,,
356,123,2006,726,1122,S,0,0,0,0,0,0,0,0,0,0,0,0,0,100,7.5,,
357,123,2006,903,1113,S,16,0,12.5,12.5,43.75,6.25,25,0,0,0,0,0,14.25,33.333333,53.833333,,
358,123,2006,554,1111,S,46,0,2.173913,39.130435,19.565217,23.913043,6.521739,8.695652,0,0,0,0,16.478261,82.142857,7.571429,,
359,123,2006,973,1111,S,46,0,2.173913,39.130435,19.565217,23.913043,6.521739,8.695652,0,0,0,0,16.478261,82.142857,7.571429,,
360,123,2006,598,1113,S,18,0,0,72.222222,5.555556,22.222222,0,0,0,0,0,0,4.277778,0,0,,
361,123,2006,599,1113,S,114,0,5.263158,52.631579,24.561404,6.140351,3.508772,5.263158,2.631579,0,0,0,13.114035,97.183099,1.93662,,
362,123,2006,612,1127,S,2,0,0,0,50,50,0,0,0,0,0,0,14.5,0,0,,
363,123,2006,612,1122,C,0,0,0,0,0,0,0,0,0,0,0,0,0,66.666667,19.666667,,
364,123,2006,684,1113,S,146,0,6.849315,53.424658,28.082192,6.164384,4.794521,0.684932,0,0,0,0,5.616438,95.27027,2.648649,,
365,123,2006,690,1142,S,1,0,0,0,100,0,0,0,0,0,0,0,5,0,0,,
366,123,2006,690,1122,C,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,,
367,123,2006,706,1113,S,124,0,8.870968,55.645161,18.548387,5.645161,6.451613,3.225806,1.612903,0,0,0,10.024194,93.243243,2.567568,,
368,123,2006,714,1142,S,34,1,0,11.428571,48.571429,17.142857,17.142857,2.857143,0,0,0,2.857143,17.970588,80.769231,8.208333,,
369,123,2006,732,1113,S,22,0,4.545455,63.636364,22.727273,4.545455,0,4.545455,0,0,0,0,5.227273,90,5.65,,
370,123,2006,736,1113,S,20,0,5,60,5,20,10,0,0,0,0,0,9.9,83.333333,8,,
371,123,2006,741,1143,S,46,0,13.043478,36.956522,39.130435,8.695652,2.173913,0,0,0,0,0,4.282609,90.566038,5.647059,,
372,123,2006,770,1127,S,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,,
373,123,2006,699,1113,S,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,,
374,123,2006,794,1127,S,1,0,0,0,100,0,0,0,0,0,0,0,10,0,0,,
375,123,2006,794,1122,C,0,0,0,0,0,0,0,0,0,0,0,0,0,100,6,,
376,123,2006,825,1113,S,58,0,10.344828,50,24.137931,8.62069,3.448276,3.448276,0,0,0,0,7.068966,95.714286,1.742857,,
377,123,2006,825,1127,S,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,,
378,123,2006,731,1113,S,26,0,3.846154,26.923077,46.153846,19.230769,3.846154,0,0,0,0,0,8.230769,91.666667,7.166667,,
379,123,2006,731,1127,S,8,0,12.5,25,12.5,12.5,12.5,12.5,12.5,0,0,0,39.5,88.888889,4.111111,,
380,123,2006,731,1122,C,8,0,12.5,37.5,12.5,0,25,0,0,12.5,0,0,53.5,33.333333,33.222222,,
381,123,2006,884,1113,S,27,1,3.571429,32.142857,25,10.714286,17.857143,7.142857,0,0,0,3.571429,17.925926,100,3.1,,
382,123,2006,884,1127,S,8,0,0,37.5,37.5,12.5,0,12.5,0,0,0,0,13.75,70,26.2,,
383,123,2006,884,1122,C,8,0,0,12.5,12.5,37.5,25,12.5,0,0,0,0,30,42.857143,26.714286,,
384,123,2006,961,1121,S,20,0,0,15,25,40,5,10,5,0,0,0,29.15,100,5.333333,,
385,123,2006,766,1113,S,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.666667,,
386,123,2006,842,1113,S,16,0,12.5,43.75,18.75,18.75,6.25,0,0,0,0,0,7,100,0.666667,,
387,123,2006,660,1113,S,18,0,5.555556,66.666667,27.777778,0,0,0,0,0,0,0,0.833333,0,0,,
388,123,2006,754,1127,C,3,0,0,33.333333,33.333333,33.333333,0,0,0,0,0,0,8,66.666667,17.666667,,
389,123,2006,754,1127,S,1,0,0,100,0,0,0,0,0,0,0,0,0,100,3,,
390,123,2006,879,1113,S,4,0,0,25,50,0,0,25,0,0,0,0,18.75,0,0,,
391,123,2006,617,1132,C,2,0,0,0,100,0,0,0,0,0,0,0,2.5,0,0,,
392,123,2006,645,1127,S,8,0,0,0,12.5,12.5,25,37.5,12.5,0,0,0,65.25,0,121.5,,
393,123,2006,645,1122,C,8,0,0,25,37.5,37.5,0,0,0,0,0,0,11.875,0,0,,
394,123,2006,712,1113,S,16,0,0,6.25,25,12.5,25,25,6.25,0,0,0,45.4375,83.333333,6.666667,,
395,123,2006,712,1121,S,8,0,0,12.5,25,0,12.5,25,12.5,12.5,0,0,74,40,69.5,,
396,123,2006,762,1127,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,,
397,123,2006,786,1113,S,16,0,0,12.5,25,37.5,25,0,0,0,0,0,21.125,100,0,,
398,123,2006,786,1127,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.5,,
399,123,2006,786,1122,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.333333,,
400,123,2006,827,1113,S,18,0,11.111111,61.111111,22.222222,5.555556,0,0,0,0,0,0,2.5,100,0,,
401,123,2006,843,1113,S,82,0,3.658537,59.756098,25.609756,7.317073,3.658537,0,0,0,0,0,4.5,100,0.8,,
402,123,2006,843,1111,S,0,0,0,0,0,0,0,0,0,0,0,0,0,100,14,,
403,123,2006,844,1111,C,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,,
404,123,2006,845,1150,S,2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,,
405,123,2006,845,1113,S,60,0,0,40,50,8.333333,0,0,1.666667,0,0,0,6.266667,71.428571,19.785714,,
406,123,2006,848,1132,C,2,0,0,50,0,50,0,0,0,0,0,0,15,100,2,,
407,123,2006,942,1146,C,2,0,0,0,100,0,0,0,0,0,0,0,6.5,0,0,,
408,123,2006,943,1113,S,30,0,3.333333,43.333333,26.666667,20,6.666667,0,0,0,0,0,9.3,100,0,,
409,123,2006,943,1122,C,10,0,10,60,30,0,0,0,0,0,0,0,0,0,0,,
410,123,2006,943,1156,C,1,0,0,0,0,0,100,0,0,0,0,0,33,0,0,,
411,123,2006,605,1113,S,18,1,0,47.368421,26.315789,15.789474,0,0,5.263158,0,0,5.263158,14.888889,100,0,,
412,123,2006,657,1121,S,20,0,0,30,20,25,15,0,10,0,0,0,27.85,100,2,,
413,123,2006,695,1149,S,44,0,13.636364,40.909091,29.545455,9.090909,6.818182,0,0,0,0,0,6.636364,91.666667,4.416667,,
414,123,2006,800,1127,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,,
415,123,2006,704,1113,S,19,0,21.052632,63.157895,15.789474,0,0,0,0,0,0,0,0.947368,100,0,,
416,123,2006,577,1113,S,18,0,16.666667,44.444444,22.222222,11.111111,0,0,5.555556,0,0,0,12.166667,0,0,,
417,123,2006,747,1113,S,30,1,3.225806,45.16129,25.806452,12.903226,3.225806,0,6.451613,0,0,3.225806,14.366667,84.210526,37.947368,,
418,123,2006,733,1121,S,18,0,0,38.888889,22.222222,22.222222,5.555556,11.111111,0,0,0,0,14.666667,66.666667,31.166667,,
419,123,2006,678,1121,C,2,0,0,50,0,50,0,0,0,0,0,0,8.5,0,0,,
420,123,2006,678,1121,S,156,0,1.282051,41.025641,33.974359,11.538462,9.615385,2.564103,0,0,0,0,10.544872,89.090909,6.554545,,
421,123,2006,678,1141,C,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3,,
422,123,2006,678,1141,S,144,0,9.722222,47.916667,29.166667,6.25,3.472222,1.388889,2.083333,0,0,0,8.638889,100,1.055556,,
423,123,2006,644,1113,S,2,0,0,50,50,0,0,0,0,0,0,0,2.5,0,0,,
424,123,2006,602,1121,S,28,0,0,39.285714,32.142857,14.285714,7.142857,3.571429,3.571429,0,0,0,14.857143,90,3.4,,
425,123,2006,804,1121,S,0,0,0,0,0,0,0,0,0,0,0,0,0,33.333333,45.333333,,
426,123,2006,855,1113,S,28,0,7.142857,42.857143,28.571429,3.571429,17.857143,0,0,0,0,0,10.964286,0,0,,
427,123,2006,877,1113,S,39,0,5.128205,53.846154,35.897436,0,5.128205,0,0,0,0,0,4.076923,75,9.375,,
428,123,2006,951,1113,S,8,0,0,0,87.5,12.5,0,0,0,0,0,0,9.625,100,3.5,,
429,123,2006,951,1121,S,8,0,0,25,50,0,25,0,0,0,0,0,14.5,100,11,,
430,123,2006,951,1122,C,10,0,0,30,20,40,10,0,0,0,0,0,14.6,60,16.9,,
431,123,2006,946,1121,S,28,0,3.571429,35.714286,28.571429,7.142857,14.285714,7.142857,3.571429,0,0,0,21.857143,62.5,29.75,,
432,123,2006,959,1113,S,16,2,0,50,27.777778,11.111111,0,0,0,0,0,11.111111,4.9375,75,10.25,,
433,123,2006,959,1121,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.5,,
434,123,2006,960,1122,C,8,0,0,25,37.5,12.5,25,0,0,0,0,0,16.5,70,7,,
435,123,2006,568,1150,S,8,0,12.5,25,25,0,25,12.5,0,0,0,0,24.75,50,17.5,,
436,123,2006,568,1113,S,116,0,6.034483,44.827586,26.724138,10.344828,10.344828,1.724138,0,0,0,0,9.474138,84.615385,13.25,,
437,123,2006,568,1118,S,159,0,1.886792,50.943396,33.962264,9.433962,3.144654,0.628931,0,0,0,0,5.213836,80.864198,4.496552,,
438,123,2006,692,1113,S,44,0,2.272727,54.545455,34.090909,9.090909,0,0,0,0,0,0,3.590909,87.5,2.583333,,
439,123,2006,692,1121,S,18,0,0,50,50,0,0,0,0,0,0,0,2.111111,66.666667,9.666667,,
